Macrotrends Data Download

U.K. Carbon (CO2) Emissions 1990-2023


DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.


ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


, Total, Per Capita, 
date, Kilotons of Co2, Metric Tons Per Capita, 
1990-12-31,561770,9.813
1991-12-31,570680,9.9378
1992-12-31,557890,9.6889
1993-12-31,541380,9.3796
1994-12-31,535180,9.2486
1995-12-31,526810,9.08
1996-12-31,545480,9.3778
1997-12-31,524190,8.9886
1998-12-31,526000,8.9934
1999-12-31,522750,8.9081
2000-12-31,530890,9.0146
2001-12-31,545260,9.223
2002-12-31,530789.978,8.9403
2003-12-31,543039.978,9.1041
2004-12-31,543080.0171,9.0532
2005-12-31,540919.9829,8.9555
2006-12-31,542059.9976,8.9086
2007-12-31,530500,8.651
2008-12-31,515340.0269,8.3379
2009-12-31,466489.9902,7.4907
2010-12-31,482440.0024,7.6863
2011-12-31,445589.9963,7.0439
2012-12-31,467779.9988,7.3435
2013-12-31,453760.0098,7.0758
2014-12-31,415600.0061,6.4332
2015-12-31,401079.9866,6.1594
2016-12-31,380809.9976,5.804
2017-12-31,367000,5.5557
2018-12-31,360730.011,5.4277
2019-12-31,348920.0134,5.2205
