Macrotrends Data Download

U.S. Carbon (CO2) Emissions 1990-2023


DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.


ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


, Total, Per Capita, 
date, Kilotons of Co2, Metric Tons Per Capita, 
1990-12-31,4844520,19.4073
1991-12-31,4807500,19.0034
1992-12-31,4879630,19.0229
1993-12-31,4995210,19.2183
1994-12-31,5066810,19.2562
1995-12-31,5117040,19.2169
1996-12-31,5273490,19.5754
1997-12-31,5543350,20.3309
1998-12-31,5590540,20.2663
1999-12-31,5609020,20.1011
2000-12-31,5775810,20.4698
2001-12-31,5748260,20.1715
2002-12-31,5593029.7852,19.4455
2003-12-31,5658990.2344,19.5065
2004-12-31,5738290.0391,19.5976
2005-12-31,5753490.2344,19.4693
2006-12-31,5653080.0781,18.9459
2007-12-31,5736319.8242,19.0429
2008-12-31,5558379.8828,18.2785
2009-12-31,5156430.1758,16.8087
2010-12-31,5392109.8633,17.4317
2011-12-31,5173600.0977,16.6042
2012-12-31,4956060.0586,15.7898
2013-12-31,5092100.0977,16.1112
2014-12-31,5107209.9609,16.0409
2015-12-31,4990709.9609,15.56
2016-12-31,4894500,15.1499
2017-12-31,4819370.1172,14.8233
2018-12-31,4975310.0586,15.2225
2019-12-31,4817720.2148,14.6734
