Macrotrends Data Download

Peru Carbon (CO2) Emissions 1990-2023


DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED "AS IS" AND SOLELY
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.


ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


, Total, Per Capita, 
date, Kilotons of Co2, Metric Tons Per Capita, 
1990-12-31,20880,0.9444
1991-12-31,20270,0.8976
1992-12-31,21030,0.9125
1993-12-31,21800,0.9271
1994-12-31,22540,0.9398
1995-12-31,25650,1.0491
1996-12-31,28060,1.1266
1997-12-31,27960,1.1023
1998-12-31,26970,1.0446
1999-12-31,29070,1.1073
2000-12-31,28630,1.0741
2001-12-31,26540,0.9824
2002-12-31,27729.9995,1.0145
2003-12-31,27159.9998,0.9832
2004-12-31,31239.9998,1.12
2005-12-31,31290.0009,1.1117
2006-12-31,30840.0002,1.0866
2007-12-31,33810.0014,1.1822
2008-12-31,38290.0009,1.3292
2009-12-31,41169.9982,1.4192
2010-12-31,45000,1.5395
2011-12-31,48430.0003,1.6429
2012-12-31,48119.9989,1.6175
2013-12-31,49750,1.6562
2014-12-31,53169.9982,1.7517
2015-12-31,54549.9992,1.7762
2016-12-31,56860.0006,1.8264
2017-12-31,54270.0005,1.7171
2018-12-31,54590.0002,1.6951
2019-12-31,56750,1.7289
